ZCTA5	urban_rural-population-total_population	urban_rural-population-urban_total_population	urban_rural-population-rural_total_population	urban_rural-percent-urban_population-of-total_population	urban_rural-percent-rural_population-of-total_population
75022	22545	21497	1048	0.954	0.046
75023	45452	45452	0	1.0	0.0
75024	36039	36039	0	1.0	0.0
75025	50926	50926	0	1.0	0.0
75028	42226	42226	0	1.0	0.0
75032	27986	24652	3334	0.881	0.119
75034	72723	72384	339	0.995	0.005
75035	47553	47124	429	0.991	0.009
75038	27802	27802	0	1.0	0.0
75039	11032	11032	0	1.0	0.0
75040	59406	59406	0	1.0	0.0
75041	30700	30700	0	1.0	0.0
75042	37881	37881	0	1.0	0.0
75043	58094	58094	0	1.0	0.0
75044	40811	40811	0	1.0	0.0
75048	20328	19964	364	0.982	0.018
75050	41041	41041	0	1.0	0.0
75051	39285	39285	0	1.0	0.0
75052	88996	88996	0	1.0	0.0
75054	5053	5053	0	1.0	0.0
75056	47852	47060	792	0.983	0.017
75057	12900	12818	82	0.994	0.006
75058	2982	0	2982	0.0	1.0
75060	45980	45980	0	1.0	0.0
75061	53442	53442	0	1.0	0.0
75062	44537	44537	0	1.0	0.0
75063	35090	35090	0	1.0	0.0
75065	10748	10563	185	0.983	0.017
75067	60982	60982	0	1.0	0.0
75068	34934	33269	1665	0.952	0.048
75069	34108	33099	1009	0.97	0.03
75070	74734	74696	38	0.999	0.001
75071	36090	32268	3822	0.894	0.106
75074	44622	44622	0	1.0	0.0
75075	33262	33262	0	1.0	0.0
75076	7378	1940	5438	0.263	0.737
75077	35330	35200	130	0.996	0.004
75078	10592	8587	2005	0.811	0.189
75080	44009	44009	0	1.0	0.0
75081	34156	34156	0	1.0	0.0
75082	21182	21182	0	1.0	0.0
75087	28145	26262	1883	0.933	0.067
75088	24712	24712	0	1.0	0.0
75089	30251	30097	154	0.995	0.005
75090	23724	19067	4657	0.804	0.196
75092	22839	18925	3914	0.829	0.171
75093	47187	47187	0	1.0	0.0
75094	20579	20579	0	1.0	0.0
75098	48197	47312	885	0.982	0.018
75101	646	0	646	0.0	1.0
75102	1322	0	1322	0.0	1.0
75103	12851	3563	9288	0.277	0.723
75104	45373	42331	3042	0.933	0.067
75105	301	0	301	0.0	1.0
75109	3658	34	3624	0.009	0.991
75110	28132	22565	5567	0.802	0.198
75114	4660	0	4660	0.0	1.0
75115	48877	48877	0	1.0	0.0
75116	19669	19669	0	1.0	0.0
75117	3722	0	3722	0.0	1.0
75119	26601	18258	8343	0.686	0.314
75124	4446	56	4390	0.013	0.987
75125	6691	2616	4075	0.391	0.609
75126	33396	28243	5153	0.846	0.154
75127	1593	0	1593	0.0	1.0
75132	294	240	54	0.816	0.184
75134	20276	20248	28	0.999	0.001
75135	5910	0	5910	0.0	1.0
75137	18861	18861	0	1.0	0.0
75140	6958	3236	3722	0.465	0.535
75141	5374	4413	961	0.821	0.179
75142	18982	6268	12714	0.33	0.67
75143	14619	585	14034	0.04	0.96
75144	3291	0	3291	0.0	1.0
75146	17993	15364	2629	0.854	0.146
75147	6602	2808	3794	0.425	0.575
75148	5842	2969	2873	0.508	0.492
75149	56065	56065	0	1.0	0.0
75150	58730	58730	0	1.0	0.0
75152	4606	371	4235	0.081	0.919
75153	605	0	605	0.0	1.0
75154	36041	33703	2338	0.935	0.065
75155	2579	0	2579	0.0	1.0
75156	14580	11435	3145	0.784	0.216
75157	310	0	310	0.0	1.0
75158	4139	0	4139	0.0	1.0
75159	18339	13236	5103	0.722	0.278
75160	23627	16176	7451	0.685	0.315
75161	6165	0	6165	0.0	1.0
75163	2285	0	2285	0.0	1.0
75164	671	0	671	0.0	1.0
75165	37966	29856	8110	0.786	0.214
75166	3070	2215	855	0.721	0.279
75167	8436	2003	6433	0.237	0.763
75169	14644	4686	9958	0.32	0.68
75172	3956	3525	431	0.891	0.109
75173	4353	0	4353	0.0	1.0
75180	23031	23031	0	1.0	0.0
75181	25908	25205	703	0.973	0.027
75182	5118	3163	1955	0.618	0.382
75189	22406	8210	14196	0.366	0.634
75201	9409	9409	0	1.0	0.0
75202	1666	1666	0	1.0	0.0
75203	15721	15721	0	1.0	0.0
75204	26279	26279	0	1.0	0.0
75205	23061	23061	0	1.0	0.0
75206	36248	36248	0	1.0	0.0
75207	9648	9648	0	1.0	0.0
75208	30171	30171	0	1.0	0.0
75209	13653	13653	0	1.0	0.0
75210	7482	7482	0	1.0	0.0
75211	73146	73043	103	0.999	0.001
75212	24884	24884	0	1.0	0.0
75214	32950	32950	0	1.0	0.0
75215	14648	14617	31	0.998	0.002
75216	49416	49245	171	0.997	0.003
75217	80324	79224	1100	0.986	0.014
75218	21665	21665	0	1.0	0.0
75219	22124	22124	0	1.0	0.0
75220	41891	41891	0	1.0	0.0
75223	13947	13947	0	1.0	0.0
75224	34034	34034	0	1.0	0.0
75225	20892	20892	0	1.0	0.0
75226	3506	3506	0	1.0	0.0
75227	55029	55029	0	1.0	0.0
75228	66551	66551	0	1.0	0.0
75229	31571	31571	0	1.0	0.0
75230	26934	26934	0	1.0	0.0
75231	37052	37052	0	1.0	0.0
75232	28682	28682	0	1.0	0.0
75233	14043	14043	0	1.0	0.0
75234	28794	28794	0	1.0	0.0
75235	17177	17177	0	1.0	0.0
75236	15949	15668	281	0.982	0.018
75237	17101	17101	0	1.0	0.0
75238	30483	30483	0	1.0	0.0
75240	24296	24296	0	1.0	0.0
75241	27066	26703	363	0.987	0.013
75243	55406	55406	0	1.0	0.0
75244	13266	13266	0	1.0	0.0
75246	2770	2770	0	1.0	0.0
75247	468	468	0	1.0	0.0
75248	33395	33395	0	1.0	0.0
75249	13373	13373	0	1.0	0.0
75251	2331	2331	0	1.0	0.0
75252	24112	24112	0	1.0	0.0
75253	18450	17639	811	0.956	0.044
75254	23253	23253	0	1.0	0.0
75270	0	0	0		
75287	49004	49004	0	1.0	0.0
75390	0	0	0		
75401	18552	14349	4203	0.773	0.227
75402	15920	8934	6986	0.561	0.439
75407	14120	6705	7415	0.475	0.525
75409	11831	7708	4123	0.652	0.348
75410	4334	0	4334	0.0	1.0
75411	1118	0	1118	0.0	1.0
75412	778	0	778	0.0	1.0
75413	305	0	305	0.0	1.0
75414	3136	0	3136	0.0	1.0
75415	144	0	144	0.0	1.0
75416	2893	0	2893	0.0	1.0
75417	2456	0	2456	0.0	1.0
75418	14411	9995	4416	0.694	0.306
75420	1076	0	1076	0.0	1.0
75421	1003	0	1003	0.0	1.0
75422	2883	0	2883	0.0	1.0
75423	2982	0	2982	0.0	1.0
75424	3297	0	3297	0.0	1.0
75426	5301	3121	2180	0.589	0.411
75428	10089	7717	2372	0.765	0.235
75431	2052	0	2052	0.0	1.0
75432	3323	0	3323	0.0	1.0
75433	2773	0	2773	0.0	1.0
75435	1185	0	1185	0.0	1.0
75436	1876	0	1876	0.0	1.0
75437	1078	0	1078	0.0	1.0
75438	972	0	972	0.0	1.0
75439	868	0	868	0.0	1.0
75440	6350	0	6350	0.0	1.0
75441	142	0	142	0.0	1.0
75442	8858	3138	5720	0.354	0.646
75446	3180	0	3180	0.0	1.0
75447	1080	0	1080	0.0	1.0
75448	655	0	655	0.0	1.0
75449	1186	0	1186	0.0	1.0
75450	331	0	331	0.0	1.0
75451	1211	0	1211	0.0	1.0
75452	4090	0	4090	0.0	1.0
75453	3255	377	2878	0.116	0.884
75454	5699	4790	909	0.84	0.16
75455	28293	15987	12306	0.565	0.435
75457	6522	2585	3937	0.396	0.604
75459	4326	0	4326	0.0	1.0
75460	23592	20955	2637	0.888	0.112
75462	11350	5394	5956	0.475	0.525
75468	888	0	888	0.0	1.0
75469	371	0	371	0.0	1.0
75470	288	0	288	0.0	1.0
75471	1424	0	1424	0.0	1.0
75472	3548	594	2954	0.167	0.833
75473	3855	0	3855	0.0	1.0
75474	14882	5269	9613	0.354	0.646
75475	129	0	129	0.0	1.0
75476	1304	0	1304	0.0	1.0
75477	977	0	977	0.0	1.0
75478	932	0	932	0.0	1.0
75479	1849	0	1849	0.0	1.0
75480	1646	0	1646	0.0	1.0
75481	395	0	395	0.0	1.0
75482	24385	14196	10189	0.582	0.418
75486	2346	0	2346	0.0	1.0
75487	1541	0	1541	0.0	1.0
75488	1161	0	1161	0.0	1.0
75489	993	0	993	0.0	1.0
75490	2211	0	2211	0.0	1.0
75491	4801	0	4801	0.0	1.0
75492	516	0	516	0.0	1.0
75493	611	0	611	0.0	1.0
75494	10862	3403	7459	0.313	0.687
75495	7095	3038	4057	0.428	0.572
75496	3351	0	3351	0.0	1.0
75497	3350	0	3350	0.0	1.0
75501	36298	26720	9578	0.736	0.264
75503	24379	22500	1879	0.923	0.077
75550	808	0	808	0.0	1.0
75551	11007	4852	6155	0.441	0.559
75554	1806	0	1806	0.0	1.0
75555	1611	0	1611	0.0	1.0
75556	1133	0	1133	0.0	1.0
75558	1636	0	1636	0.0	1.0
75559	5568	0	5568	0.0	1.0
75560	1088	0	1088	0.0	1.0
75561	5395	2930	2465	0.543	0.457
75562	176	0	176	0.0	1.0
75563	4282	0	4282	0.0	1.0
75565	361	0	361	0.0	1.0
75566	782	0	782	0.0	1.0
75567	4225	0	4225	0.0	1.0
75568	2876	0	2876	0.0	1.0
75569	2874	2870	4	0.999	0.001
75570	11518	4754	6764	0.413	0.587
75571	2846	0	2846	0.0	1.0
75572	3491	880	2611	0.252	0.748
75573	181	0	181	0.0	1.0
75574	1868	0	1868	0.0	1.0
75601	15849	15849	0	1.0	0.0
75602	23286	19357	3929	0.831	0.169
75603	5456	701	4755	0.128	0.872
75604	29934	28860	1074	0.964	0.036
75605	27823	20380	7443	0.732	0.268
75630	2588	0	2588	0.0	1.0
75631	2787	0	2787	0.0	1.0
75633	13977	6492	7485	0.464	0.536
75638	6036	2600	3436	0.431	0.569
75639	3460	0	3460	0.0	1.0
75640	4652	0	4652	0.0	1.0
75641	223	0	223	0.0	1.0
75642	229	0	229	0.0	1.0
75643	2074	0	2074	0.0	1.0
75644	11444	4253	7191	0.372	0.628
75645	9778	1698	8080	0.174	0.826
75647	13196	7271	5925	0.551	0.449
75650	8611	3658	4953	0.425	0.575
75651	2189	0	2189	0.0	1.0
75652	16638	9782	6856	0.588	0.412
75654	12417	5405	7012	0.435	0.565
75656	4804	2376	2428	0.495	0.505
75657	8246	0	8246	0.0	1.0
75661	2807	0	2807	0.0	1.0
75662	24536	14996	9540	0.611	0.389
75667	1021	0	1021	0.0	1.0
75668	1993	0	1993	0.0	1.0
75669	606	0	606	0.0	1.0
75670	17290	13171	4119	0.762	0.238
75672	17097	8808	8289	0.515	0.485
75681	2562	0	2562	0.0	1.0
75682	473	0	473	0.0	1.0
75683	3914	0	3914	0.0	1.0
75684	7548	0	7548	0.0	1.0
75686	12985	4777	8208	0.368	0.632
75691	4219	0	4219	0.0	1.0
75692	5098	0	5098	0.0	1.0
75693	6869	6454	415	0.94	0.06
75701	34373	34373	0	1.0	0.0
75702	27069	27032	37	0.999	0.001
75703	37166	32332	4834	0.87	0.13
75704	8684	3363	5321	0.387	0.613
75705	2168	188	1980	0.087	0.913
75706	8771	2203	6568	0.251	0.749
75707	13711	6457	7254	0.471	0.529
75708	7156	5058	2098	0.707	0.293
75709	5062	2488	2574	0.492	0.508
75750	3937	0	3937	0.0	1.0
75751	17253	11616	5637	0.673	0.327
75752	6986	553	6433	0.079	0.921
75754	5783	0	5783	0.0	1.0
75755	5719	0	5719	0.0	1.0
75756	4002	0	4002	0.0	1.0
75757	10022	3956	6066	0.395	0.605
75758	9072	3475	5597	0.383	0.617
75759	141	0	141	0.0	1.0
75760	2614	0	2614	0.0	1.0
75762	12466	6906	5560	0.554	0.446
75763	6005	0	6005	0.0	1.0
75764	233	0	233	0.0	1.0
75765	7607	0	7607	0.0	1.0
75766	26388	14075	12313	0.533	0.467
75770	2776	39	2737	0.014	0.986
75771	18361	9972	8389	0.543	0.457
75773	12791	5608	7183	0.438	0.562
75778	3254	0	3254	0.0	1.0
75779	122	0	122	0.0	1.0
75780	312	0	312	0.0	1.0
75783	7219	2505	4714	0.347	0.653
75784	658	0	658	0.0	1.0
75785	11263	4691	6572	0.416	0.584
75788	126	0	126	0.0	1.0
75789	7593	0	7593	0.0	1.0
75790	4203	2502	1701	0.595	0.405
75791	13125	9122	4003	0.695	0.305
75792	3518	0	3518	0.0	1.0
75801	16799	11159	5640	0.664	0.336
75803	22397	8095	14302	0.361	0.639
75831	5386	0	5386	0.0	1.0
75832	66	0	66	0.0	1.0
75833	3324	0	3324	0.0	1.0
75835	12012	6292	5720	0.524	0.476
75838	666	0	666	0.0	1.0
75839	5069	0	5069	0.0	1.0
75840	7076	3280	3796	0.464	0.536
75844	5718	0	5718	0.0	1.0
75845	3259	0	3259	0.0	1.0
75846	2718	0	2718	0.0	1.0
75847	1859	0	1859	0.0	1.0
75848	92	0	92	0.0	1.0
75849	75	0	75	0.0	1.0
75850	671	0	671	0.0	1.0
75851	5050	0	5050	0.0	1.0
75852	3762	0	3762	0.0	1.0
75853	963	0	963	0.0	1.0
75855	2369	0	2369	0.0	1.0
75856	196	0	196	0.0	1.0
75858	43	0	43	0.0	1.0
75859	1923	0	1923	0.0	1.0
75860	6644	3363	3281	0.506	0.494
75861	9017	0	9017	0.0	1.0
75862	10091	3320	6771	0.329	0.671
75901	29036	19981	9055	0.688	0.312
75904	34004	24946	9058	0.734	0.266
75925	4179	0	4179	0.0	1.0
75926	1070	0	1070	0.0	1.0
75928	1411	0	1411	0.0	1.0
75929	1599	0	1599	0.0	1.0
75930	2023	0	2023	0.0	1.0
75931	2631	0	2631	0.0	1.0
75932	1437	0	1437	0.0	1.0
75933	1599	0	1599	0.0	1.0
75934	99	0	99	0.0	1.0
75935	13685	5234	8451	0.382	0.618
75936	889	0	889	0.0	1.0
75937	994	0	994	0.0	1.0
75938	2608	0	2608	0.0	1.0
75939	3992	0	3992	0.0	1.0
75941	9105	4461	4644	0.49	0.51
75942	115	0	115	0.0	1.0
75943	1262	0	1262	0.0	1.0
75944	1301	0	1301	0.0	1.0
75946	3578	0	3578	0.0	1.0
75948	6281	0	6281	0.0	1.0
75949	7976	0	7976	0.0	1.0
75951	16134	7790	8344	0.483	0.517
75954	3280	0	3280	0.0	1.0
75956	7623	0	7623	0.0	1.0
75959	923	0	923	0.0	1.0
75960	913	0	913	0.0	1.0
75961	14910	7800	7110	0.523	0.477
75962	3029	3029	0	1.0	0.0
75964	20097	11103	8994	0.552	0.448
75965	17591	12614	4977	0.717	0.283
75966	5371	0	5371	0.0	1.0
75968	1766	0	1766	0.0	1.0
75969	4116	0	4116	0.0	1.0
75972	6620	0	6620	0.0	1.0
75973	2599	0	2599	0.0	1.0
75974	3126	0	3126	0.0	1.0
75975	3699	0	3699	0.0	1.0
75976	827	0	827	0.0	1.0
75977	750	0	750	0.0	1.0
75978	144	0	144	0.0	1.0
75979	11423	4760	6663	0.417	0.583
75980	2836	0	2836	0.0	1.0
76001	30460	30452	8	1.0	0.0
76002	30269	30269	0	1.0	0.0
76006	22639	22639	0	1.0	0.0
76008	13602	8406	5196	0.618	0.382
76009	19759	9815	9944	0.497	0.503
76010	55706	55706	0	1.0	0.0
76011	21594	21594	0	1.0	0.0
76012	25689	25689	0	1.0	0.0
76013	30680	30680	0	1.0	0.0
76014	34072	34072	0	1.0	0.0
76015	16658	16658	0	1.0	0.0
76016	30852	30852	0	1.0	0.0
76017	44724	44724	0	1.0	0.0
76018	26938	26938	0	1.0	0.0
76020	27270	16189	11081	0.594	0.406
76021	33673	33673	0	1.0	0.0
76022	13212	13212	0	1.0	0.0
76023	5832	0	5832	0.0	1.0
76028	59744	52293	7451	0.875	0.125
76031	17759	9307	8452	0.524	0.476
76033	24819	20712	4107	0.835	0.165
76034	22748	22748	0	1.0	0.0
76035	1622	0	1622	0.0	1.0
76036	22352	19635	2717	0.878	0.122
76039	32925	32925	0	1.0	0.0
76040	27524	27524	0	1.0	0.0
76041	434	0	434	0.0	1.0
76043	7071	0	7071	0.0	1.0
76044	3866	0	3866	0.0	1.0
76048	21989	16600	5389	0.755	0.245
76049	25130	18016	7114	0.717	0.283
76050	5875	0	5875	0.0	1.0
76051	46320	46320	0	1.0	0.0
76052	15995	13906	2089	0.869	0.131
76053	28421	28421	0	1.0	0.0
76054	11764	11764	0	1.0	0.0
76055	3084	0	3084	0.0	1.0
76058	17123	4982	12141	0.291	0.709
76059	4881	4803	78	0.984	0.016
76060	6764	6424	340	0.95	0.05
76061	152	0	152	0.0	1.0
76063	61361	57110	4251	0.931	0.069
76064	1883	0	1883	0.0	1.0
76065	28986	23636	5350	0.815	0.185
76066	3142	0	3142	0.0	1.0
76067	22117	16109	6008	0.728	0.272
76070	752	0	752	0.0	1.0
76071	3320	2902	418	0.874	0.126
76073	5327	0	5327	0.0	1.0
76077	590	0	590	0.0	1.0
76078	8572	2017	6555	0.235	0.765
76082	17748	5093	12655	0.287	0.713
76084	8327	5164	3163	0.62	0.38
76085	8787	2437	6350	0.277	0.723
76086	20196	19481	715	0.965	0.035
76087	24746	11346	13400	0.458	0.542
76088	11499	503	10996	0.044	0.956
76092	26669	26189	480	0.982	0.018
76093	2095	0	2095	0.0	1.0
76102	8111	8111	0	1.0	0.0
76103	14572	14572	0	1.0	0.0
76104	17446	17446	0	1.0	0.0
76105	22194	22194	0	1.0	0.0
76106	35389	35389	0	1.0	0.0
76107	25917	25917	0	1.0	0.0
76108	38227	34117	4110	0.892	0.108
76109	21710	21710	0	1.0	0.0
76110	30434	30434	0	1.0	0.0
76111	21685	21685	0	1.0	0.0
76112	38993	38993	0	1.0	0.0
76114	24741	24741	0	1.0	0.0
76115	20696	20696	0	1.0	0.0
76116	46746	46746	0	1.0	0.0
76117	30645	30645	0	1.0	0.0
76118	13866	13866	0	1.0	0.0
76119	42761	42761	0	1.0	0.0
76120	15283	15283	0	1.0	0.0
76123	29722	28906	816	0.973	0.027
76126	19395	15524	3871	0.8	0.2
76127	2003	2003	0	1.0	0.0
76129	2833	2833	0	1.0	0.0
76131	28374	28224	150	0.995	0.005
76132	24709	24709	0	1.0	0.0
76133	48394	48394	0	1.0	0.0
76134	23704	23704	0	1.0	0.0
76135	20684	19546	1138	0.945	0.055
76137	54911	54911	0	1.0	0.0
76140	26340	24789	1551	0.941	0.059
76148	23331	23331	0	1.0	0.0
76155	3115	3115	0	1.0	0.0
76164	16748	16748	0	1.0	0.0
76177	4891	4595	296	0.939	0.061
76179	48058	44021	4037	0.916	0.084
76180	33444	33444	0	1.0	0.0
76182	28209	28209	0	1.0	0.0
76201	27107	27107	0	1.0	0.0
76205	18510	18510	0	1.0	0.0
76207	10579	8472	2107	0.801	0.199
76208	19782	18498	1284	0.935	0.065
76209	24018	24018	0	1.0	0.0
76210	39556	39365	191	0.995	0.005
76225	3156	0	3156	0.0	1.0
76226	18419	11566	6853	0.628	0.372
76227	22141	17780	4361	0.803	0.197
76228	1119	0	1119	0.0	1.0
76230	9711	5143	4568	0.53	0.47
76233	3235	0	3235	0.0	1.0
76234	15587	5910	9677	0.379	0.621
76238	431	0	431	0.0	1.0
76239	1087	0	1087	0.0	1.0
76240	26120	15746	10374	0.603	0.397
76244	60388	60297	91	0.998	0.002
76245	1780	0	1780	0.0	1.0
76247	13098	8099	4999	0.618	0.382
76248	34647	34647	0	1.0	0.0
76249	7194	4173	3021	0.58	0.42
76250	937	0	937	0.0	1.0
76251	731	0	731	0.0	1.0
76252	2863	0	2863	0.0	1.0
76253	230	0	230	0.0	1.0
76255	5411	2953	2458	0.546	0.454
76258	6659	3579	3080	0.537	0.463
76259	4618	0	4618	0.0	1.0
76261	233	0	233	0.0	1.0
76262	27648	25861	1787	0.935	0.065
76263	44	0	44	0.0	1.0
76264	1412	243	1169	0.172	0.828
76265	1893	0	1893	0.0	1.0
76266	13495	5972	7523	0.443	0.557
76268	250	0	250	0.0	1.0
76270	1853	0	1853	0.0	1.0
76271	1352	0	1352	0.0	1.0
76272	4745	0	4745	0.0	1.0
76273	9135	3716	5419	0.407	0.593
76301	16540	16237	303	0.982	0.018
76302	13206	12776	430	0.967	0.033
76305	4746	113	4633	0.024	0.976
76306	15991	15437	554	0.965	0.035
76308	19677	19518	159	0.992	0.008
76309	13862	13518	344	0.975	0.025
76310	17989	14303	3686	0.795	0.205
76311	7535	7535	0	1.0	0.0
76351	2035	0	2035	0.0	1.0
76354	11270	10002	1268	0.887	0.113
76357	712	0	712	0.0	1.0
76360	3502	2746	756	0.784	0.216
76363	256	0	256	0.0	1.0
76364	193	0	193	0.0	1.0
76365	4831	2731	2100	0.565	0.435
76366	2317	0	2317	0.0	1.0
76367	13045	6285	6760	0.482	0.518
76370	299	0	299	0.0	1.0
76371	1606	0	1606	0.0	1.0
76372	974	0	974	0.0	1.0
76373	162	0	162	0.0	1.0
76374	4162	3282	880	0.789	0.211
76377	802	0	802	0.0	1.0
76379	591	0	591	0.0	1.0
76380	3820	0	3820	0.0	1.0
76384	12991	10572	2419	0.814	0.186
76388	203	0	203	0.0	1.0
76389	1329	0	1329	0.0	1.0
76401	25702	15949	9753	0.621	0.379
76402	847	847	0	1.0	0.0
76424	8992	5839	3153	0.649	0.351
76426	11302	5646	5656	0.5	0.5
76427	804	0	804	0.0	1.0
76429	258	0	258	0.0	1.0
76430	2532	0	2532	0.0	1.0
76431	3384	0	3384	0.0	1.0
76432	1370	0	1370	0.0	1.0
76433	1416	0	1416	0.0	1.0
76435	612	0	612	0.0	1.0
76436	212	0	212	0.0	1.0
76437	5721	3658	2063	0.639	0.361
76442	7545	3988	3557	0.529	0.471
76443	1897	0	1897	0.0	1.0
76444	3635	0	3635	0.0	1.0
76445	407	0	407	0.0	1.0
76446	9000	3543	5457	0.394	0.606
76448	5628	3711	1917	0.659	0.341
76449	2434	0	2434	0.0	1.0
76450	13258	9041	4217	0.682	0.318
76452	75	0	75	0.0	1.0
76453	1125	0	1125	0.0	1.0
76454	1688	0	1688	0.0	1.0
76455	1014	0	1014	0.0	1.0
76457	3960	0	3960	0.0	1.0
76458	6261	4231	2030	0.676	0.324
76459	146	0	146	0.0	1.0
76460	421	0	421	0.0	1.0
76462	2982	0	2982	0.0	1.0
76463	481	0	481	0.0	1.0
76464	506	0	506	0.0	1.0
76466	332	0	332	0.0	1.0
76469	96	0	96	0.0	1.0
76470	3238	0	3238	0.0	1.0
76471	1906	0	1906	0.0	1.0
76472	1499	0	1499	0.0	1.0
76474	281	0	281	0.0	1.0
76475	977	0	977	0.0	1.0
76476	2637	0	2637	0.0	1.0
76481	208	0	208	0.0	1.0
76483	1063	0	1063	0.0	1.0
76484	1147	0	1147	0.0	1.0
76486	1375	0	1375	0.0	1.0
76487	2507	0	2507	0.0	1.0
76490	91	0	91	0.0	1.0
76491	459	0	459	0.0	1.0
76501	16897	12396	4501	0.734	0.266
76502	31545	27125	4420	0.86	0.14
76504	24268	23431	837	0.966	0.034
76508	0	0	0		
76511	3317	2653	664	0.8	0.2
76513	34172	27119	7053	0.794	0.206
76518	1581	0	1581	0.0	1.0
76519	626	0	626	0.0	1.0
76520	8413	5389	3024	0.641	0.359
76522	35534	30489	5045	0.858	0.142
76523	18	0	18	0.0	1.0
76524	2867	0	2867	0.0	1.0
76525	1062	0	1062	0.0	1.0
76527	4058	0	4058	0.0	1.0
76528	16974	8675	8299	0.511	0.489
76530	2540	0	2540	0.0	1.0
76531	4978	3034	1944	0.609	0.391
76534	2615	0	2615	0.0	1.0
76537	3870	0	3870	0.0	1.0
76538	761	0	761	0.0	1.0
76539	7841	284	7557	0.036	0.964
76541	19206	19206	0	1.0	0.0
76542	40025	36332	3693	0.908	0.092
76543	30430	29570	860	0.972	0.028
76544	29943	29939	4	1.0	0.0
76548	26344	25839	505	0.981	0.019
76549	44490	41539	2951	0.934	0.066
76550	11586	6080	5506	0.525	0.475
76554	2104	0	2104	0.0	1.0
76556	1461	0	1461	0.0	1.0
76557	5178	0	5178	0.0	1.0
76559	5051	4432	619	0.877	0.123
76561	962	0	962	0.0	1.0
76565	74	0	74	0.0	1.0
76566	258	0	258	0.0	1.0
76567	8984	5459	3525	0.608	0.392
76569	2498	0	2498	0.0	1.0
76570	2572	0	2572	0.0	1.0
76571	6790	0	6790	0.0	1.0
76573	26	0	26	0.0	1.0
76574	17661	14436	3225	0.817	0.183
76577	3046	0	3046	0.0	1.0
76578	1766	0	1766	0.0	1.0
76579	4258	319	3939	0.075	0.925
76596	1274	1274	0	1.0	0.0
76597	2882	2882	0	1.0	0.0
76598	523	523	0	1.0	0.0
76599	1956	1956	0	1.0	0.0
76621	1037	0	1037	0.0	1.0
76622	1015	0	1015	0.0	1.0
76623	242	0	242	0.0	1.0
76624	2231	0	2231	0.0	1.0
76626	1563	0	1563	0.0	1.0
76627	1601	0	1601	0.0	1.0
76628	111	0	111	0.0	1.0
76629	1989	0	1989	0.0	1.0
76630	1840	0	1840	0.0	1.0
76631	522	0	522	0.0	1.0
76632	1778	0	1778	0.0	1.0
76633	4973	0	4973	0.0	1.0
76634	7093	3421	3672	0.482	0.518
76635	1341	0	1341	0.0	1.0
76636	1497	0	1497	0.0	1.0
76637	536	0	536	0.0	1.0
76638	2837	0	2837	0.0	1.0
76639	1584	0	1584	0.0	1.0
76640	3005	933	2072	0.31	0.69
76641	1674	0	1674	0.0	1.0
76642	7057	3948	3109	0.559	0.441
76643	13554	13461	93	0.993	0.007
76645	11039	8328	2711	0.754	0.246
76648	2302	0	2302	0.0	1.0
76649	790	0	790	0.0	1.0
76650	104	0	104	0.0	1.0
76651	3300	0	3300	0.0	1.0
76652	1087	0	1087	0.0	1.0
76653	1082	0	1082	0.0	1.0
76654	151	0	151	0.0	1.0
76655	7831	408	7423	0.052	0.948
76656	2276	0	2276	0.0	1.0
76657	9307	7625	1682	0.819	0.181
76660	506	0	506	0.0	1.0
76661	8708	5832	2876	0.67	0.33
76664	3514	0	3514	0.0	1.0
76665	2526	0	2526	0.0	1.0
76666	244	0	244	0.0	1.0
76667	11313	6898	4415	0.61	0.39
76670	1377	0	1377	0.0	1.0
76671	1777	0	1777	0.0	1.0
76673	1187	0	1187	0.0	1.0
76676	413	0	413	0.0	1.0
76678	263	0	263	0.0	1.0
76679	1432	0	1432	0.0	1.0
76680	190	0	190	0.0	1.0
76681	873	0	873	0.0	1.0
76682	2660	0	2660	0.0	1.0
76685	108	0	108	0.0	1.0
76686	285	0	285	0.0	1.0
76687	1466	0	1466	0.0	1.0
76689	3996	0	3996	0.0	1.0
76690	1197	0	1197	0.0	1.0
76691	6454	2780	3674	0.431	0.569
76692	10115	0	10115	0.0	1.0
76693	1651	0	1651	0.0	1.0
76701	1826	1826	0	1.0	0.0
76704	8007	8007	0	1.0	0.0
76705	29155	22625	6530	0.776	0.224
76706	35015	30684	4331	0.876	0.124
76707	16697	16697	0	1.0	0.0
76708	24476	21384	3092	0.874	0.126
76710	22686	22686	0	1.0	0.0
76711	9042	9042	0	1.0	0.0
76712	23506	20031	3475	0.852	0.148
76798	1862	1862	0	1.0	0.0
76801	25552	19681	5871	0.77	0.23
76802	5075	3030	2045	0.597	0.403
76820	125	0	125	0.0	1.0
76821	4869	3705	1164	0.761	0.239
76823	2945	0	2945	0.0	1.0
76824	35	0	35	0.0	1.0
76825	7091	5357	1734	0.755	0.245
76827	433	0	433	0.0	1.0
76828	199	0	199	0.0	1.0
76831	63	0	63	0.0	1.0
76832	559	0	559	0.0	1.0
76834	5908	4310	1598	0.73	0.27
76836	41	0	41	0.0	1.0
76837	3188	0	3188	0.0	1.0
76841	61	0	61	0.0	1.0
76842	191	0	191	0.0	1.0
76844	3550	0	3550	0.0	1.0
76845	178	0	178	0.0	1.0
76848	78	0	78	0.0	1.0
76849	3944	2566	1378	0.651	0.349
76852	212	0	212	0.0	1.0
76853	1622	0	1622	0.0	1.0
